country,country_code,indicator_name,indicator_code,year,life_expectancy
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.546
Africa Eastern And Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.0963264543047
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.118
Africa Western And Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,48.4592954544909
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,41.854
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.71
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,78.961
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.7559727299802
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.074
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.615
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.5493658536585
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.107
Antigua And Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.602
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.9946341463415
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.5682926829269
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.75
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.184
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.0519512195122
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,53.02
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,49.315
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.822
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.6414634146342
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.587
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.945
Bosnia And Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.509
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.8365853658537
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.569
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.952
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,56.797
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.862
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.463
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.629
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.811
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.104
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,49.854
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.4365853658537
Central Europe And The Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.6563313372586
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.2424390243902
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.3
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.675
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.155
Cote D'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,52.796
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.348
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,48.538
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,57.07
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.701
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.62
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.869
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.094
Caribbean Small States,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.0451505140017
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.823
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.439
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.744
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.044
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.3839024390244
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.0856341463415
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.469
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.471
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.8053658536585
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.746
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.658
East Asia & Pacific (Excluding High Income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.1505842545801
Early-Demographic Dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.6383261325043
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.2825492584448
Europe & Central Asia (Excluding High Income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.2078850416034
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.1943874149578
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.445
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.513
Euro Area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.8176710447045
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,49.733
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.8375609756098
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.4756097560976
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.117
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.7025399644901
Fragile And Conflict Affected Situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,53.3993677081629
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.8131707317073
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.056
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.6
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.1146341463415
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.722
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.736
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.8804878048781
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.679
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.395
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.814
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,47.252
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.278
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,46.89
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.397
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.9390243902439
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.546
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.0682926829268
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.767
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.455
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.254
High Income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.4738730892472
"Hong Kong Sar, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.3707317073171
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.183
Heavily Indebted Poor Countries (Hipc),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,49.6727678934363
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.1704878048781
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,53.215
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.3156097560976
Ibrd Only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.1082721278043
Ida & Ibrd Total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.7727156569464
Ida Total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,53.550822219854
Ida Blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.9664973426319
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.249
Ida Only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,52.8110363134941
Isle Of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.8
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.618
Not Classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.8460731707317
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,64.066
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,57.587
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,78.0363414634146
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.6073170731707
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.9707317073171
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.705
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.094
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,78.8370731707317
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.701
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.334
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.2975609756098
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.205
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.018
St. Kitts And Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.641
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.5975609756098
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.4171463414634
Latin America & Caribbean (Excluding High Income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.9351736338698
Lao Pdr,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.035
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.479
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,37.644
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.312
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.008
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.5066051855487
Least Developed Countries: Un Classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.0409315684592
Low Income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.2860421889945
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,78.3315365853659
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.239
Lower Middle Income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.3559258376725
Low & Middle Income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.5801898263738
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.317
Late-Demographic Dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.2431140554747
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.1607317073171
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.7754878048781
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.2731707317073
"Macao Sar, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.3986829268293
St. Martin (French Part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.565
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.396
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,79.436
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.92
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,52.14
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.148
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.4064340378254
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.034
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.756
Middle Income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.3085504959153
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.1720975609756
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,46.541
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.0459268292683
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,57.159
"Middle East, North Africa, Afghanistan & Pakistan (Excluding High Income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.86242007335
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.6963414634146
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.8011951219512
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.038
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,44.337
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.087
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.4048780487805
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,43.575
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.952
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.4361985040414
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.359
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.526
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,41.732
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.733
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.473
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.8780487804878
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.5373170731707
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.771
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.102
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.3780487804878
Oecd Members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.538567072286
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.012
Other Small States,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.0247123780379
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.728
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.266
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.979
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,64.382
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.79
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.778
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.890243902439
Pre-Demographic Dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,48.9344439307457
Puerto Rico (Us),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.827
"Korea, Dem. People'S Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.484
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.9658536585366
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.341
West Bank And Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.803
Pacific Island Small States,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.4079695743484
Post-Demographic Dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.473991731623
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.908
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.405
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.7412195121951
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.8860975609756
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,47.763
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.406615379707
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.874
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.497
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,56.674
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.2951219512195
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.194
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,43.72
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.981
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.783
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,46.896
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.1552682926829
Sub-Saharan Africa (Excluding High Income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,50.5280830180809
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,28.628
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,50.0362525535801
Small States,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.585573984719
Sao Tome And Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.707
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.088
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.9326829268293
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.2048780487805
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.5368292682927
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.167
Sint Maarten (Dutch Part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.414
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.1073170731707
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.83
Turks And Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.218
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.074
East Asia & Pacific (Ida & Ibrd Countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.1059418173639
Europe & Central Asia (Ida & Ibrd Countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.8738472388555
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.557
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.924
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.636
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.867
Latin America & The Caribbean (Ida & Ibrd Countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.2980432149088
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.185
"Middle East, North Africa, Afghanistan & Pakistan (Ida & Ibrd)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.8297161964841
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.539
South Asia (Ida & Ibrd),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.406615379707
Sub-Saharan Africa (Ida & Ibrd Countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,50.0362525535801
Trinidad And Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.591
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.092
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.835
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.643
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.985
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,47.561
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.354
Upper Middle Income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.3594421529339
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.994
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.2146341463415
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.772
St. Vincent And The Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.647
"Venezuela, Rb",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.964
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.392
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.6799756097561
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.027
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.684
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,65.1079831133031
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.808
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.508
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.528
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,62.942
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,48.204
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.319
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.592
Africa Eastern And Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,50.8732436063946
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,45.521
Africa Western And Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,48.5310758841945
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,43.812
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.001
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,79.346
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.8275066232407
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.144
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.02
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.6270487804878
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.312
Antigua And Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.472
